FECHA,HORA,TEMP,HUM,PNM,DD,FF,NOMBRE
13012023,1,29,24,1007,230,9,GUALEGUAYCHU AERO
13012023,1,28,23,1007,230,9,GUALEGUAYCHU AERO
13012023,2,26,34,1007,230,4,GUALEGUAYCHU AERO
13012023,2,24,34,1008,230,4,GUALEGUAYCHU AERO
14012023,NA,13,74,1009,50,6,GUALEGUAYCHU AERO
14012023,NA,16,67,1009,50,7,GUALEGUAYCHU AERO
14012023,NA,21,51,1010,90,9,GUALEGUAYCHU AERO
14012023,NA,25,32,1010,90,11,GUALEGUAYCHU AERO
14012023,1,28,21,1010,50,13,GUALEGUAYCHU AERO
14012023,1,29,19,1010,360,15,GUALEGUAYCHU AERO
14012023,1,30,19,1010,360,17,GUALEGUAYCHU AERO
14012023,1,32,21,1009,360,17,GUALEGUAYCHU AERO
14012023,1,33,20,1009,360,20,GUALEGUAYCHU AERO
14012023,1,33,18,1008,340,19,GUALEGUAYCHU AERO
14012023,1,34,17,1008,320,19,GUALEGUAYCHU AERO
14012023,1,33,20,1008,320,17,GUALEGUAYCHU AERO
14012023,1,33,21,1006,360,15,GUALEGUAYCHU AERO
14012023,1,31,20,1008,50,13,GUALEGUAYCHU AERO
14012023,2,29,27,1008,50,11,GUALEGUAYCHU AERO
14012023,2,27,32,1009,90,9,GUALEGUAYCHU AERO
15012023,NA,16,64,1012,90,4,GUALEGUAYCHU AERO
15012023,NA,18,54,1013,90,6,GUALEGUAYCHU AERO
15012023,NA,22,45,1013,50,15,GUALEGUAYCHU AERO
15012023,NA,26,34,1013,20,15,GUALEGUAYCHU AERO
15012023,1,30,32,1013,20,15,GUALEGUAYCHU AERO
15012023,1,32,28,1014,320,11,GUALEGUAYCHU AERO
15012023,1,33,23,1013,20,11,GUALEGUAYCHU AERO
15012023,1,35,22,1012,230,9,GUALEGUAYCHU AERO
15012023,1,34,22,1012,230,6,GUALEGUAYCHU AERO
15012023,1,35,22,1011,230,9,GUALEGUAYCHU AERO
15012023,1,37,20,1011,20,7,GUALEGUAYCHU AERO
15012023,1,36,19,1010,20,7,GUALEGUAYCHU AERO
15012023,1,36,19,1010,20,9,GUALEGUAYCHU AERO
15012023,1,34,21,1010,50,6,GUALEGUAYCHU AERO
15012023,2,32,26,1010,50,4,GUALEGUAYCHU AERO
15012023,2,29,38,1011,140,6,GUALEGUAYCHU AERO
16012023,NA,19,59,1012,320,4,GUALEGUAYCHU AERO
16012023,NA,20,58,1012,320,4,GUALEGUAYCHU AERO
16012023,NA,24,45,1014,360,7,GUALEGUAYCHU AERO
16012023,NA,27,36,1014,360,11,GUALEGUAYCHU AERO
16012023,1,31,27,1012,360,11,GUALEGUAYCHU AERO
16012023,1,34,23,1012,360,11,GUALEGUAYCHU AERO
16012023,1,36,20,1012,360,13,GUALEGUAYCHU AERO
16012023,1,36,19,1012,320,9,GUALEGUAYCHU AERO
16012023,1,37,19,1011,320,9,GUALEGUAYCHU AERO
16012023,1,36,21,1011,320,9,GUALEGUAYCHU AERO
16012023,1,37,21,1010,320,11,GUALEGUAYCHU AERO
16012023,1,37,18,1009,140,15,GUALEGUAYCHU AERO
16012023,1,37,19,1009,50,15,GUALEGUAYCHU AERO
16012023,1,36,19,1009,90,15,GUALEGUAYCHU AERO
16012023,2,34,23,1009,90,11,GUALEGUAYCHU AERO
16012023,2,33,22,1009,90,11,GUALEGUAYCHU AERO
17012023,NA,23,52,1013,50,6,GUALEGUAYCHU AERO
17012023,NA,22,58,1014,50,9,GUALEGUAYCHU AERO
17012023,NA,25,51,1014,50,13,GUALEGUAYCHU AERO
17012023,NA,28,48,1014,50,19,GUALEGUAYCHU AERO
17012023,1,30,43,1014,50,22,GUALEGUAYCHU AERO
17012023,1,33,34,1014,50,22,GUALEGUAYCHU AERO
17012023,1,35,29,1013,50,19,GUALEGUAYCHU AERO
17012023,1,37,23,1013,20,19,GUALEGUAYCHU AERO
17012023,1,37,22,1012,20,17,GUALEGUAYCHU AERO
17012023,1,38,22,1012,20,19,GUALEGUAYCHU AERO
17012023,1,37,21,1011,50,17,GUALEGUAYCHU AERO
17012023,1,37,23,1010,90,15,GUALEGUAYCHU AERO
17012023,1,37,23,1010,90,15,GUALEGUAYCHU AERO
17012023,1,36,22,1010,90,13,GUALEGUAYCHU AERO
17012023,2,33,29,1011,90,9,GUALEGUAYCHU AERO
17012023,2,30,41,1011,90,7,GUALEGUAYCHU AERO
18012023,NA,23,79,1015,90,19,GUALEGUAYCHU AERO
18012023,NA,23,79,1016,90,19,GUALEGUAYCHU AERO
18012023,NA,24,76,1016,90,22,GUALEGUAYCHU AERO
18012023,NA,26,68,1017,70,19,GUALEGUAYCHU AERO
18012023,1,27,65,1018,50,19,GUALEGUAYCHU AERO
18012023,1,28,61,1017,70,19,GUALEGUAYCHU AERO
18012023,1,29,55,1016,50,19,GUALEGUAYCHU AERO
18012023,1,31,51,1016,70,15,GUALEGUAYCHU AERO
18012023,1,32,49,1015,50,15,GUALEGUAYCHU AERO
18012023,1,32,51,1015,50,11,GUALEGUAYCHU AERO
18012023,1,34,42,1015,140,9,GUALEGUAYCHU AERO
18012023,1,34,42,1014,140,6,GUALEGUAYCHU AERO
18012023,1,33,39,1013,140,9,GUALEGUAYCHU AERO
18012023,1,33,42,1013,110,6,GUALEGUAYCHU AERO
18012023,2,30,54,1013,160,9,GUALEGUAYCHU AERO
18012023,2,28,63,1014,180,9,GUALEGUAYCHU AERO
19012023,NA,24,71,1015,50,9,GUALEGUAYCHU AERO
19012023,NA,24,70,1015,50,17,GUALEGUAYCHU AERO
19012023,NA,25,67,1016,90,17,GUALEGUAYCHU AERO
19012023,NA,26,64,1015,90,19,GUALEGUAYCHU AERO
19012023,1,28,58,1015,50,17,GUALEGUAYCHU AERO
19012023,1,31,52,1015,50,15,GUALEGUAYCHU AERO
19012023,1,33,45,1015,50,15,GUALEGUAYCHU AERO
19012023,1,34,42,1013,50,15,GUALEGUAYCHU AERO
19012023,1,34,39,1012,90,17,GUALEGUAYCHU AERO
19012023,1,35,38,1012,90,17,GUALEGUAYCHU AERO
19012023,1,36,37,1010,110,15,GUALEGUAYCHU AERO
19012023,1,36,36,1009,140,17,GUALEGUAYCHU AERO
19012023,1,35,36,1009,140,15,GUALEGUAYCHU AERO
19012023,1,35,36,1009,140,13,GUALEGUAYCHU AERO
19012023,2,34,40,1009,140,9,GUALEGUAYCHU AERO
19012023,2,32,41,1009,90,17,GUALEGUAYCHU AERO
20012023,NA,24,75,1009,50,7,GUALEGUAYCHU AERO
20012023,NA,24,76,1009,70,22,GUALEGUAYCHU AERO
20012023,NA,25,71,1007,70,22,GUALEGUAYCHU AERO
20012023,NA,27,67,1008,50,22,GUALEGUAYCHU AERO
20012023,1,31,54,1008,50,26,GUALEGUAYCHU AERO
20012023,1,33,47,1007,50,26,GUALEGUAYCHU AERO
20012023,1,35,44,1007,50,26,GUALEGUAYCHU AERO
20012023,1,36,40,1005,50,30,GUALEGUAYCHU AERO
20012023,1,37,37,1005,50,30,GUALEGUAYCHU AERO
20012023,1,37,34,1003,50,35,GUALEGUAYCHU AERO
20012023,1,37,34,1003,50,26,GUALEGUAYCHU AERO
20012023,1,37,34,1001,50,22,GUALEGUAYCHU AERO
20012023,1,36,38,1001,50,11,GUALEGUAYCHU AERO
20012023,1,28,69,1002,180,41,GUALEGUAYCHU AERO
20012023,2,22,98,1007,180,26,GUALEGUAYCHU AERO
20012023,2,21,99,1007,180,19,GUALEGUAYCHU AERO
21012023,NA,21,91,1005,270,15,GUALEGUAYCHU AERO
21012023,NA,21,91,1005,270,15,GUALEGUAYCHU AERO
21012023,NA,21,91,1006,270,17,GUALEGUAYCHU AERO
21012023,NA,22,93,1006,270,17,GUALEGUAYCHU AERO
21012023,1,22,91,1006,270,17,GUALEGUAYCHU AERO
21012023,1,24,83,1006,270,15,GUALEGUAYCHU AERO
21012023,1,25,78,1006,270,15,GUALEGUAYCHU AERO
21012023,1,27,72,1006,270,15,GUALEGUAYCHU AERO
21012023,1,28,65,1005,270,19,GUALEGUAYCHU AERO
21012023,1,29,57,1005,270,19,GUALEGUAYCHU AERO
21012023,1,30,53,1005,230,19,GUALEGUAYCHU AERO
21012023,1,31,51,1004,230,15,GUALEGUAYCHU AERO
21012023,1,30,53,1004,270,7,GUALEGUAYCHU AERO
21012023,1,30,52,1005,270,7,GUALEGUAYCHU AERO
21012023,2,28,63,1004,270,4,GUALEGUAYCHU AERO
21012023,2,27,62,1004,270,4,GUALEGUAYCHU AERO
22012023,NA,18,93,1006,230,4,GUALEGUAYCHU AERO
22012023,NA,19,92,1007,250,4,GUALEGUAYCHU AERO
22012023,NA,22,76,1007,230,7,GUALEGUAYCHU AERO
22012023,NA,27,55,1007,230,7,GUALEGUAYCHU AERO
22012023,1,28,48,1007,230,6,GUALEGUAYCHU AERO
22012023,1,30,43,1007,200,7,GUALEGUAYCHU AERO
22012023,1,31,40,1007,180,7,GUALEGUAYCHU AERO
22012023,1,32,38,1007,200,9,GUALEGUAYCHU AERO
22012023,1,33,34,1006,200,9,GUALEGUAYCHU AERO
22012023,1,33,35,1006,200,7,GUALEGUAYCHU AERO
22012023,1,34,33,1006,200,9,GUALEGUAYCHU AERO
22012023,1,35,30,1006,230,7,GUALEGUAYCHU AERO
22012023,1,33,36,1006,230,7,GUALEGUAYCHU AERO
22012023,1,32,42,1006,160,7,GUALEGUAYCHU AERO
22012023,2,30,47,1006,160,7,GUALEGUAYCHU AERO
22012023,2,29,55,1006,140,6,GUALEGUAYCHU AERO
23012023,NA,20,91,1010,230,4,GUALEGUAYCHU AERO
23012023,NA,21,84,1010,230,4,GUALEGUAYCHU AERO
23012023,NA,24,72,1010,90,4,GUALEGUAYCHU AERO
23012023,NA,25,69,1011,90,4,GUALEGUAYCHU AERO
23012023,1,27,61,1011,180,4,GUALEGUAYCHU AERO
23012023,1,29,54,1011,90,7,GUALEGUAYCHU AERO
23012023,1,30,49,1010,180,7,GUALEGUAYCHU AERO
23012023,1,31,40,1010,180,11,GUALEGUAYCHU AERO
23012023,1,32,37,1010,270,11,GUALEGUAYCHU AERO
23012023,1,33,30,1009,140,13,GUALEGUAYCHU AERO
23012023,1,33,26,1008,180,13,GUALEGUAYCHU AERO
23012023,1,33,26,1008,90,11,GUALEGUAYCHU AERO
23012023,1,32,26,1007,90,11,GUALEGUAYCHU AERO
23012023,1,31,26,1007,90,9,GUALEGUAYCHU AERO
23012023,2,29,32,1007,180,9,GUALEGUAYCHU AERO
23012023,2,27,38,1007,180,4,GUALEGUAYCHU AERO
24012023,NA,19,60,1007,70,9,GUALEGUAYCHU AERO
24012023,NA,20,64,1008,70,11,GUALEGUAYCHU AERO
24012023,NA,22,55,1009,70,17,GUALEGUAYCHU AERO
24012023,NA,25,52,1008,70,24,GUALEGUAYCHU AERO
24012023,1,28,46,1009,70,24,GUALEGUAYCHU AERO
24012023,1,30,39,1008,50,26,GUALEGUAYCHU AERO
24012023,1,32,33,1007,50,19,GUALEGUAYCHU AERO
24012023,1,34,32,1007,50,17,GUALEGUAYCHU AERO
24012023,1,34,32,1006,30,17,GUALEGUAYCHU AERO
24012023,1,36,27,1005,360,11,GUALEGUAYCHU AERO
24012023,1,38,26,1004,50,15,GUALEGUAYCHU AERO
24012023,1,35,32,1004,90,15,GUALEGUAYCHU AERO
24012023,1,34,34,1004,140,13,GUALEGUAYCHU AERO
24012023,1,32,39,1005,140,11,GUALEGUAYCHU AERO
24012023,2,30,43,1007,180,11,GUALEGUAYCHU AERO
24012023,2,26,56,1009,230,28,GUALEGUAYCHU AERO
25012023,NA,21,77,1008,140,4,GUALEGUAYCHU AERO
25012023,NA,21,78,1008,140,4,GUALEGUAYCHU AERO
25012023,NA,24,71,1009,140,7,GUALEGUAYCHU AERO
25012023,NA,26,61,1010,110,7,GUALEGUAYCHU AERO
25012023,1,29,46,1009,140,6,GUALEGUAYCHU AERO
25012023,1,31,43,1009,140,6,GUALEGUAYCHU AERO
25012023,1,33,34,1009,160,6,GUALEGUAYCHU AERO
25012023,1,34,35,1008,70,4,GUALEGUAYCHU AERO
25012023,1,35,32,1007,50,4,GUALEGUAYCHU AERO
25012023,1,36,25,1007,20,9,GUALEGUAYCHU AERO
25012023,1,36,28,1007,20,11,GUALEGUAYCHU AERO
25012023,1,34,37,1006,360,19,GUALEGUAYCHU AERO
25012023,1,32,41,1006,360,22,GUALEGUAYCHU AERO
25012023,1,31,47,1006,340,6,GUALEGUAYCHU AERO
25012023,2,30,50,1006,320,6,GUALEGUAYCHU AERO
25012023,2,29,57,1006,270,4,GUALEGUAYCHU AERO
26012023,NA,23,74,1008,90,7,GUALEGUAYCHU AERO
26012023,NA,23,77,1008,90,7,GUALEGUAYCHU AERO
26012023,NA,24,73,1008,90,11,GUALEGUAYCHU AERO
26012023,NA,25,73,1008,90,15,GUALEGUAYCHU AERO
26012023,1,28,67,1010,90,19,GUALEGUAYCHU AERO
26012023,1,29,60,1010,90,19,GUALEGUAYCHU AERO
26012023,1,31,56,1008,90,22,GUALEGUAYCHU AERO
26012023,1,31,53,1008,360,22,GUALEGUAYCHU AERO
26012023,1,34,48,1006,50,24,GUALEGUAYCHU AERO
26012023,1,34,44,1005,50,24,GUALEGUAYCHU AERO
26012023,1,35,44,1004,50,20,GUALEGUAYCHU AERO
26012023,1,35,42,1004,50,17,GUALEGUAYCHU AERO
26012023,1,34,44,1004,20,15,GUALEGUAYCHU AERO
26012023,1,34,46,1004,20,13,GUALEGUAYCHU AERO
26012023,2,33,49,1005,50,11,GUALEGUAYCHU AERO
26012023,2,31,55,1005,50,9,GUALEGUAYCHU AERO
27012023,NA,24,82,1007,50,4,GUALEGUAYCHU AERO
27012023,NA,24,82,1007,50,4,GUALEGUAYCHU AERO
27012023,NA,26,75,1008,360,11,GUALEGUAYCHU AERO
27012023,1,21,96,1013,180,22,GUALEGUAYCHU AERO
27012023,1,21,95,1013,180,22,GUALEGUAYCHU AERO
27012023,1,21,96,1012,180,24,GUALEGUAYCHU AERO
27012023,1,21,96,1012,180,24,GUALEGUAYCHU AERO
27012023,1,20,98,1014,200,17,GUALEGUAYCHU AERO
27012023,1,21,99,1013,200,13,GUALEGUAYCHU AERO
27012023,1,21,88,1007,160,13,GUALEGUAYCHU AERO
27012023,1,25,72,1007,140,13,GUALEGUAYCHU AERO
27012023,1,25,74,1008,90,11,GUALEGUAYCHU AERO
27012023,1,24,80,1008,360,9,GUALEGUAYCHU AERO
27012023,2,23,84,1011,320,9,GUALEGUAYCHU AERO
27012023,2,22,87,1011,270,7,GUALEGUAYCHU AERO
28012023,NA,20,99,1013,180,4,GUALEGUAYCHU AERO
